source,HCODE,SIGUNGU,EUPMYEON,name,address,type_name,type_code,assigned_pop,capacity_est,p_elderly,p_child,vuln,pressure,priority,lat,lon
통합,5213033000,군산시,임피면,보석경로당,전북특별자치도 군산시 임피면 구절길 2-4 ,한파쉼터,1,1186.0,3908.0,0.4749262536873156,0.0134850400337126,0.33649388959123466,0.30348004094165815,121.11334675626212,35.9609217,126.8408488
통합,2772034000,군위군,우보면,미성2리경로당,"대구광역시 군위군 우보면 미성3길 61-14, 미성2리경로당",한파쉼터,1,491.0,827.0,0.5725929699439634,0.01273560876209883,0.404635761589404,0.5937122128174124,117.95646195856725,36.169125,128.668134
통합,2772034000,군위군,우보면,이화2리경로당,"대구광역시 군위군 우보면 이화길 175 , 이화2리경로당",한파쉼터,1,491.0,827.0,0.5725929699439634,0.01273560876209883,0.404635761589404,0.5937122128174124,117.95646195856725,36.198153,128.668336
통합,2772034000,군위군,우보면,화전2리경로당,대구광역시 군위군 우보면 화전2길 34 ,한파쉼터,1,491.0,827.0,0.5725929699439634,0.01273560876209883,0.404635761589404,0.5937122128174124,117.95646195856725,36.1393672,128.6987226
통합,2772034000,군위군,우보면,미성1리경로당,"대구광역시 군위군 우보면 미성4길 12-6, 미성1리경로당",한파쉼터,1,491.0,827.0,0.5725929699439634,0.01273560876209883,0.404635761589404,0.5937122128174124,117.95646195856725,36.175869,128.67236
통합,4794032000,울릉군,북면,천부3리경로당,경상북도 울릉군 북면 울릉순환로 3317 ,한파쉼터,1,1338.0,3908.0,0.33183856502242154,0.032137518684603884,0.24192825112107624,0.34237461617195497,110.82666325486181,37.5446624,130.8928916
통합,4482536000,태안군,이원면,관2리마을회관,충청남도 태안군 이원면 음포길 32 ,한파쉼터,1,1068.0,3908.0,0.5353299017313992,0.013102480112306972,0.37866167524567146,0.27328556806550663,110.5195994537919,36.904944,126.2974763
통합,4482536000,태안군,이원면,관1리어르신쉼터,충청남도 태안군 이원면 원이로 1865 ,한파쉼터,1,1068.0,3908.0,0.5353299017313992,0.013102480112306972,0.37866167524567146,0.27328556806550663,110.5195994537919,36.8934479,126.2961048
통합,4122033000,평택시,고덕면,문곡2리경로당,경기도 평택시 고덕면 문곡2길 79 ,한파쉼터,1,1834.0,4618.0,0.18839111803661862,0.05890144137125049,0.14954421503700815,0.397141619748809,108.92168509160221,37.0617462,127.0122018
통합,4122033000,평택시,고덕면,궁1리경로당,경기도 평택시 고덕면 새악길 18 ,한파쉼터,1,1834.0,4618.0,0.18839111803661862,0.05890144137125049,0.14954421503700815,0.397141619748809,108.92168509160221,37.0166695,127.0205811
통합,4122033000,평택시,고덕면,궁2리경로당,경기도 평택시 고덕면 궁2길 21-5 ,한파쉼터,1,1834.0,4618.0,0.18839111803661862,0.05890144137125049,0.14954421503700815,0.397141619748809,108.92168509160221,37.0168773,127.0306313
통합,4122033000,평택시,고덕면,방축2리경로당,경기도 평택시 고덕면 방축길 143 ,한파쉼터,1,1834.0,4618.0,0.18839111803661862,0.05890144137125049,0.14954421503700815,0.397141619748809,108.92168509160221,37.0187619,127.0477706
통합,4122033000,평택시,고덕면,방축1리경로당,경기도 평택시 고덕면 효학길 55 ,한파쉼터,1,1834.0,4618.0,0.18839111803661862,0.05890144137125049,0.14954421503700815,0.397141619748809,108.92168509160221,37.0110518,127.0310497
