source,HCODE,SIGUNGU,EUPMYEON,name,address,type_name,type_code,assigned_pop,capacity_est,p_elderly,p_child,vuln,pressure,priority,lat,lon
민방위,4825055000,김해시,북부동,,,,,80740.0,1686.0,0.13137230616794648,0.06631161753777558,0.1118540995788952,47.88849347568209,432485.77342823247,35.251114,128.874842
통합,4833025300,양산시,물금읍,동산경로당,경상남도 양산시 물금읍 원동로 59 (삼전무지개맨션),한파쉼터,1,116545.0,3908.0,0.12804496117379552,0.09373203483632932,0.11775108327255565,29.822159672466736,409258.44383316266,35.3137223,128.9862621
통합,4825054000,김해시,내외동,내외동행정복지센터,경상남도 김해시 내동 1116-4,한파쉼터,1,67974.0,1686.0,0.15632447700591404,0.04545855768382028,0.12306470120928589,40.31672597864769,337257.4761565836,35.235207,128.864637
민방위,5011066000,제주시,노형동,,,,,54582.0,1458.0,0.12276941116118867,0.07354072771243267,0.10800080612656186,37.43621399176955,220682.7378600823,33.483358,126.4731
통합,4159025900,화성시,향남읍,서봉마을2단지경로당(하길6리),경기도 화성시 향남읍 상신하길로356번길 29-16 (서봉마을2단지아파트),한파쉼터,1,85623.0,3908.0,0.11260992957499737,0.07740910736601146,0.10204968291230158,21.909672466734904,191442.3360798362,37.1196745,126.9170344
통합,4128554000,고양시 일산동구,풍산동,"풍1,7통경로당",경기도 고양시 일산동구 숲속마을2로 146 (풍동),한파쉼터,1,37074.0,1046.0,0.17950585315854778,0.05772239305173437,0.14297081512650375,35.443594646271514,187868.77342256217,37.6728152,126.7975263
민방위,4613078000,여수시,쌍봉동,,,,,31058.0,752.0,0.14975207675961105,0.06536158155708674,0.12443492819885375,41.30053191489362,159614.16569148935,34.764958,127.657508
통합,1150059000,강서구,화곡본동,초록동어르신사랑방,서울특별시 강서구 초록마을로14길 36  (화곡동),한파쉼터,1,31980.0,997.0,0.18595997498436523,0.03539712320200125,0.14079111944965603,32.07622868605817,144423.21965897692,37.5411212,126.8484604
통합,2623076000,부산진구,개금3동,개금사회복지관경로당,"부산광역시 부산진구 백양관문로77번길 140 , 개금2지구도개공영구임대아파트 109동 (개금동)",한파쉼터,1,25724.0,990.0,0.2730912766288291,0.041206655263567094,0.2035258902192505,25.983838383838386,136038.38585858585,35.1632114,129.0236763
민방위,2817758000,미추홀구,학익1동,,,,,41113.0,1650.0,0.15520638240945686,0.07778561525551529,0.1319801522632744,24.916969696969698,135201.9692727273,37.439811,126.66275
통합,3023054600,대덕구,중리동,쌍청경로당,대전광역시 대덕구 중리동 101-1,한파쉼터,1,17622.0,419.0,0.24021109976166155,0.028657360118034277,0.17674497786857335,42.05727923627685,130991.60190930785,36.364399,127.433952
통합,4148057000,파주시,운정3동,파주중앙새마을금고한빛지점,경기도 파주시 와석순환로 66 (야당동),한파쉼터,1,67820.0,3908.0,0.12390150398112651,0.08046299026835742,0.11086994986729579,17.354145342886387,130489.28966223131,37.7102855,126.751754
통합,5011063000,제주시,아라동,아라주공아파트경로당,제주특별자치도 제주시 인다12길 1,한파쉼터,1,40742.0,1458.0,0.11320013745029699,0.0985469540032399,0.10880418241617985,27.9437585733882,123871.88737997256,33.473945,126.547288
민방위,1135058000,노원구,월계3동,,,,,27956.0,1250.0,0.24992845900701102,0.05483617112605523,0.1914007726427243,22.3648,119669.57184,37.617228,127.066458
통합,4148056000,파주시,운정2동,파주중앙새마을금고산내지점,경기도 파주시 교하로 87 (목동동),한파쉼터,1,63535.0,3908.0,0.11473990713779807,0.09786731722672543,0.10967813016447628,16.257676560900716,113289.99334698055,37.7276409,126.7339495
민방위,2653067000,사상구,학장동,,,,,25515.0,1158.0,0.26952772878698805,0.03872232020380169,0.20028610621203213,22.033678756476682,112598.70854922279,35.139036,128.983981
통합,5011052000,제주시,일도2동,천수경로당,제주특별자치도 제주시 동광로18길 9 (일도이동),한파쉼터,1,30990.0,1458.0,0.21187479832203937,0.06495643756050339,0.16779929009357855,21.255144032921812,110528.87448559671,33.5078052,126.5417343
민방위,3023053300,대덕구,비래동,,,,,14567.0,367.0,0.2483009542115741,0.03267659778952427,0.18361364728495916,39.69209809264305,106164.45476839237,36.358014,127.450633
통합,4825059000,김해시,삼안동,동부노인종합복지관,경상남도 김해시 신어산길 46 (삼방동),한파쉼터,1,35443.0,1686.0,0.18274412436870469,0.044578619191377705,0.14129447281550658,21.02194543297746,105275.80053380782,35.2575083,128.907051
통합,3023055000,대덕구,신탄진동,신탄진1통경로당,대전광역시 대덕구 신탄진동 100-7,한파쉼터,1,16048.0,419.0,0.20930957128614158,0.058449651046859424,0.16405159521435692,38.30071599045346,100834.29498806682,36.4534259,127.4343024
통합,1135062500,노원구,중계2.3동,"중계2,3동주민센터",서울특별시 노원구 노원로17길 56 (중계동),한파쉼터,1,31733.0,2000.0,0.2662843097091356,0.041691614407714364,0.1989065011187092,15.8665,100147.76134999999,37.6420765,127.0687455
통합,1150064000,강서구,방화2동,방화어르신사랑방,"서울특별시 강서구 개화동로23길 26 , 방화2동경로당 (방화동)",한파쉼터,1,22947.0,997.0,0.2527999302741099,0.03747766592582909,0.18820325096962567,23.0160481444333,99399.4071213641,37.5666716,126.8070831
통합,1150064100,강서구,방화3동,방화6단지어르신사랑방,"서울특별시 강서구 금낭화로23길 25 (방화동, 방화6단지아파트)",한파쉼터,1,21483.0,997.0,0.28664525438718985,0.04422101196294745,0.2139179816599171,21.54764292878636,99024.34784353059,37.5778926,126.8108645
통합,2729062400,달서구,상인1동,아이엠뱅크상인지점,대구광역시 달서구 상인서로 51  (상인동),한파쉼터,1,32705.0,1706.0,0.202660143708913,0.05173520868368751,0.15738266320134534,19.170574443141852,98674.78077373972,35.8147451,128.5434814
통합,4163052000,양주시,양주2동,만송4통휴먼시아5차경로당,"경기도 양주시 고읍북로 15 (만송동, 은빛마을휴먼시아)",한파쉼터,1,49090.0,3908.0,0.19309431656141782,0.058015889183133024,0.15257078834793236,12.561412487205732,94081.21110542477,37.7975629,127.0818894
통합,2635065000,해운대구,재송1동,재송1동행정복지센터,부산광역시 해운대구 재반로63번길 23,한파쉼터,1,36210.0,1910.0,0.16128141397404033,0.07738193869096935,0.13611157138911903,18.958115183246072,93436.9664921466,35.1846281,129.1251969
통합,2623078000,부산진구,범천2동,선록경로당,부산광역시 부산진구 엄광로326번가길 21 (범천동),한파쉼터,1,21573.0,990.0,0.25726602697816714,0.054698002132295,0.19649561952440547,21.79090909090909,92371.6636363636,35.1519773,129.0440127
민방위,4128555200,고양시 일산동구,백석2동,,,,,20029.0,608.0,0.18408307953467473,0.028758300464326727,0.1374856458135703,32.942434210526315,90713.58108552631,37.646464,126.783469
민방위,2623067000,부산진구,당감1동,,,,,20364.0,990.0,0.2956688273423689,0.03029856609703398,0.2160577489687684,20.56969696969697,90502.55272727272,35.167803,129.027356
민방위,2729060100,달서구,월성1동,,,,,39888.0,1706.0,0.09218311271560369,0.08561472121941437,0.09021259526674688,23.3810082063306,84134.21992966002,35.824542,128.534656
민방위,1135067000,노원구,상계5동,,,,,22331.0,1200.0,0.26420670816353947,0.03045094263579777,0.19407997850521694,18.609166666666667,80652.12833333331,37.663625,127.068475
민방위,5115061500,강릉시,강남동,,,,,15957.0,766.0,0.32750517014476405,0.0358463370307702,0.24000752021056587,20.83159268929504,79780.83368146213,37.751117,128.905042
통합,4148055000,파주시,운정1동,파주중앙새마을금고본점,경기도 파주시 경의로 1218 (와동동),한파쉼터,1,53105.0,3908.0,0.12294510874682234,0.08123528857922983,0.11043216269654459,13.588792221084955,79691.47198055271,37.7260456,126.7614716
민방위,4143056000,의왕시,청계동,,,,,36565.0,2606.0,0.18908792561192397,0.06544509777109257,0.15199507725967457,14.031082118188795,77980.54508825787,37.391961,127.001083
통합,4163054000,양주시,회천2동,덕계근린공원게이트볼경로당,경기도 양주시 평화로 1461 (덕계동),한파쉼터,1,46140.0,3908.0,0.16298222800173384,0.08836150845253576,0.14059601213697442,11.806550665301945,76590.27482088025,37.8209601,127.0465602
통합,5211169200,전주시 완산구,평화2동,청송(두산푸른솔),"전북특별자치도 전주시 완산구 평화동2가 양지1길 16-3 (평화동2가, 두산푸른솔아파트)",한파쉼터,1,42459.0,3908.0,0.21055606585176287,0.05692550460444193,0.16446689747756657,10.864636642784033,75868.84414022518,35.7908278,127.1185559
통합,4888025000,거창군,거창읍,상림제2경로당(무궁화경로당),경상남도 거창군 거창읍 죽전1길 38-7,한파쉼터,1,39773.0,3908.0,0.22862243230332135,0.06014130188821562,0.17807809317878964,10.17732855680655,72082.96496929377,35.690684,127.909159
통합,2635055200,해운대구,좌2동,좌2동행정복지센터,부산광역시 해운대구 좌동순환로 302,한파쉼터,1,29996.0,1910.0,0.1977597012935058,0.047106280837444996,0.15256367515668756,15.704712041884816,71869.47371727749,35.1691093,129.1826012
민방위,4157051500,김포시,김포본동,,,,,57365.0,6592.0,0.17533339144077398,0.07012987012987013,0.1437723350475028,8.702214805825243,71771.51661104367,37.623539,126.708431
통합,4145062000,하남시,미사2동,미사도서관,경기도 하남시 미사강변대로226번길 79 (망월동),한파쉼터,1,46284.0,3908.0,0.14741595367729668,0.0868118572292801,0.1292347247428917,11.843398157625384,70841.28607983622,37.5676375,127.1872938
통합,1154561000,금천구,독산1동,모두의마을공간커뮤니티센터(1층다목적홀),서울특별시 금천구 벚꽃로 14 (독산동),한파쉼터,1,47187.0,3908.0,0.15196982219679148,0.05499396020090279,0.12287706359802487,12.07446264073695,70010.14928352098,37.4572563,126.8944073
통합,4159061000,화성시,동탄7동,더레이크시티부영4단지경로당,"경기도 화성시 동탄대로6길 20 경로당 (산척동, 더레이크시티부영4단지)",한파쉼터,1,57283.0,3908.0,0.0676291395352897,0.11436202712846744,0.08164900581324303,14.657881269191403,68556.37648413512,37.167257,127.108954
민방위,4623055000,광양시,금호동,,,,,9672.0,198.0,0.1869313482216708,0.04590570719602978,0.14462365591397847,48.84848484848485,68329.26060606059,34.937894,127.732703
통합,4145061000,하남시,미사1동,미사강변28단지아파트,경기도 하남시 미사강변동로 50-2,한파쉼터,1,53578.0,3908.0,0.1034006495203255,0.0667251483817985,0.0923979991787674,13.709825997952917,67870.49360286591,37.560464,127.195569
통합,3023060000,대덕구,법1동,그린통합쉼터,대전광역시 대덕구 법동 372,한파쉼터,1,12071.0,419.0,0.25507414464418854,0.05169414298732499,0.19406014414712947,28.809069212410503,67485.2446300716,36.372278,127.428309
통합,4161055000,광주시,탄벌동,보훈회관,경기도 광주시 파발로 205,한파쉼터,1,42586.0,3908.0,0.17822758653078477,0.05492415347766872,0.14123655661484996,10.8971340839304,65542.99237461618,37.416774,127.249257
통합,4613070000,여수시,여서동,현대산업아파트경로당,전라남도 여수시 여서동 480-4,한파쉼터,1,15571.0,752.0,0.2744203968916576,0.036991843812215014,0.2031918309678248,20.706117021276597,65512.08364361703,34.7504653,127.7034539
통합,4311259000,청주시 서원구,성화.개신.죽림동,성동신협,"충청북도 청주시 서원구 모충로 25 , 성동신협 (개신동)",한파쉼터,1,41884.0,3908.0,0.1694919300926368,0.051547130169038294,0.13410849011555723,10.717502558853633,60200.21187308085,36.6251555,127.4668284
민방위,4128559000,고양시 일산동구,장항2동,,,,,26573.0,1405.0,0.15877018025815678,0.02574041320136981,0.11886125014112069,18.913167259786476,59737.23879003558,37.663511,126.768492
통합,4136057000,남양주시,별내동,미리내마을4-3단지아파트경로당,경기도 남양주시 별내동 1043,한파쉼터,1,41452.0,3908.0,0.15894095651649479,0.08089982510101924,0.1355286170918521,10.606960081883317,59589.18296670475,37.6462902,127.1114838
통합,4136057000,남양주시,별내동,우미린아파트경로당,"경기도 남양주시 별내5로 189-130 (별내동, 별내우미린스타포레)",한파쉼터,1,41452.0,3908.0,0.15894095651649479,0.08089982510101924,0.1355286170918521,10.606960081883317,59589.18296670475,37.665156,127.1314001
민방위,2650074000,수영구,망미1동,,,,,12654.0,640.0,0.3206100837679785,0.04350403034613561,0.23747826774142564,19.771875,59415.47296875001,35.177669,129.099283
통합,2635053000,해운대구,중1동,중1동행정복지센터,부산광역시 해운대구 중동1로37번길 20 (중동),한파쉼터,1,27168.0,1910.0,0.189708480565371,0.06629122497055359,0.15268330388692578,14.224083769633507,59002.921884816744,35.1625734,129.1641757
통합,2638060100,사하구,다대1동,서부할머니경로당,부산광역시 사하구 다대동로 14 (다대동),한파쉼터,1,34942.0,3908.0,0.24543529277087744,0.046305305935550344,0.1856962967202793,8.94114636642784,58015.52231320368,35.0547904,128.9718142
통합,4139063100,시흥시,장곡동,장현17단지경로당,경기도 시흥시 장곡동 901,한파쉼터,1,46784.0,3908.0,0.09306600547195622,0.12247777017783858,0.1018895348837209,11.971340839303991,57064.98751279426,37.376441,126.7839324
민방위,2644058000,강서구,가덕도동,,,,,4225.0,86.0,0.3715976331360947,0.023668639053254437,0.2672189349112426,49.127906976744185,55465.40697674418,35.052561,128.830706
민방위,1168065600,강남구,도곡2동,,,,,32220.0,2742.0,0.17548106765983862,0.07048417132216014,0.14398199875853507,11.75054704595186,54511.96280087527,37.486925,127.051903
통합,4111760000,수원시 영통구,광교1동,써밋플레이스광교,경기도 수원시 영통구 센트럴타운로 85,한파쉼터,1,53793.0,3908.0,0.07320655103823917,0.07385719331511535,0.07340174372130202,13.764841351074718,54350.47607471852,37.2907033,127.050219
통합,4159059000,화성시,동탄5동,중흥경로회,"경기도 화성시 동탄대로24길 74 (영천동, 동탄중흥에스클래스파크더테라스)",한파쉼터,1,48463.0,3908.0,0.0830324164826775,0.10653488228132803,0.09008315622227266,12.400972364380758,54138.92505117707,37.2160441,127.1103358
통합,4128555200,고양시 일산동구,백석2동,현대밀라트1차경로당,경기도 고양시 일산동구 백석동 1316,한파쉼터,1,20029.0,1046.0,0.18408307953467473,0.028758300464326727,0.1374856458135703,19.148183556405353,52728.35305927342,37.639288,126.790682
통합,1144073000,마포구,성산2동,마포구청지하1층다목적체육실,서울특별시 마포구 월드컵로 212 (성산동),한파쉼터,1,38264.0,3908.0,0.18181580597951078,0.04309533765419193,0.14019966548191512,9.791197543500513,52525.858341862855,37.5667254,126.9014239
통합,4611075600,목포시,상동,서희스타힐스경로당,"전라남도 목포시 영산로 719-29 (석현동, 목포석현 서희스타힐스)",한파쉼터,1,21462.0,1433.0,0.20263721927127015,0.06537135402106048,0.16145745969620726,14.976971388695045,51898.20125610608,34.8257908,126.4176285
통합,4111755000,수원시 영통구,원천동,광교중흥S클래스경로당,"경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)",한파쉼터,1,45579.0,3908.0,0.10177932819939008,0.08751837469009852,0.0975010421466026,11.662998976458546,51830.367451381775,37.2823251,127.0579469
통합,4163057000,양주시,옥정1동,회천4동게이트볼경로당,경기도 양주시 회암동 113-4,한파쉼터,1,41249.0,3908.0,0.11636645736866348,0.11185725714562778,0.11501369730175276,10.555015353121801,50075.10383828045,37.8452342,127.0990751
통합,2635066000,해운대구,재송2동,재송2동행정복지센터,부산광역시 해운대구 재반로125번길 26,한파쉼터,1,21605.0,1910.0,0.2724369358944689,0.028280490627169638,0.19919000231427908,11.311518324607329,48679.11910994763,35.1896431,129.1253407
민방위,3023060000,대덕구,법1동,,,,,12071.0,588.0,0.25507414464418854,0.05169414298732499,0.19406014414712947,20.52891156462585,48088.97534013606,36.369069,127.424883
통합,4146351000,용인시 기흥구,신갈동,파크시엘아파트경로당,"경기도 용인시 기흥구 새천년로 40 (신갈동, 파크시엘)",한파쉼터,1,36322.0,3908.0,0.17515555310830902,0.06197345961125489,0.14120092505919277,9.294268167860798,47667.51315250767,37.2888809,127.1136725
통합,4420059000,아산시,온양3동,권곡12통경로당,"충청남도 아산시 문화로 257-24 (권곡동, 서해그랑블2차아파트)",한파쉼터,1,38755.0,3908.0,0.1416333376338537,0.07410656689459424,0.12137530641207586,9.916837256908904,46647.81077277379,36.7899293,127.0174992
민방위,4128556000,고양시 일산동구,마두1동,,,,,11306.0,360.0,0.1678754643552096,0.042897576508048825,0.13038209800106138,31.405555555555555,46294.92944444444,37.657511,126.793411
통합,1150060400,강서구,가양2동,가양4단지어르신사랑방,"서울특별시 강서구 양천로57길 37 (가양동, 가양4단지아파트)",한파쉼터,1,13012.0,997.0,0.3734245312019674,0.030126037503842608,0.27043498309252995,13.051153460381144,45925.7039117352,37.5646525,126.852597
민방위,4128557000,고양시 일산동구,마두2동,,,,,15262.0,688.0,0.1716681955182807,0.050910758747215304,0.13544096448696105,22.183139534883722,45854.76773255813,37.652336,126.778158
민방위,2653068000,사상구,엄궁동,,,,,23403.0,1864.0,0.2002734692133487,0.04986540187155493,0.15515104901081056,12.555257510729614,45588.14002145922,35.134669,128.9777
민방위,3023061000,대덕구,법2동,,,,,7284.0,235.0,0.2619260072757224,0.0402223900061775,0.19541492209485892,30.995744680851065,44119.414037675444,36.371733,127.431903
통합,4427051000,당진시,당진1동,구터미널기업은행버스승강장,"충청남도 당진시 당진중앙2로 103-8 (읍내동, 진원스타타워)",한파쉼터,1,40794.0,3908.0,0.09530813354905134,0.12131686032259646,0.10311075158111487,10.438587512794268,43907.83065506653,36.8942703,126.6308025
통합,4111156600,수원시 장안구,율천동,화서역푸르지오더에듀포레(아)경로당,"경기도 수원시 장안구 화산로 85 , 208동 (천천동, 천천 푸르지오)",한파쉼터,1,39488.0,3908.0,0.13436993517017828,0.048597042139384115,0.10863806726094002,10.104401228249744,43346.870829068575,37.2911548,126.9805529
통합,4146551000,용인시 수지구,풍덕천1동,풍덕천4통경로당,경기도 용인시 수지구 풍덕천로140번길 8 (풍덕천동),한파쉼터,1,34704.0,3908.0,0.1670700783771323,0.05950322729368372,0.13480002305209773,8.880245649948822,41542.67717502558,37.323,127.0972
통합,4121061000,광명시,철산3동,철산역클래스티지경로당,"경기도 광명시 시청로 50 (철산동, 철산역 롯데캐슬&SKVIEW 클래스티지)",한파쉼터,1,35302.0,3908.0,0.15327743470624894,0.07240382981134214,0.12901535323777688,9.033265097236438,41142.005885363345,37.4794048,126.8666089
통합,2723071500,북구,관문동,관문동주민센터,대구광역시 북구 매천로18길 34 (매천동),한파쉼터,1,32670.0,3908.0,0.1748393021120294,0.08441995714722987,0.1477134986225895,8.359774820880245,40342.60133060388,35.9017163,128.5420987
통합,4150025300,이천시,부발읍,아미1리경로당,경기도 이천시 부발읍 아미리 550-2,한파쉼터,1,36853.0,3908.0,0.13977152470626544,0.05888258757767346,0.11550484356768785,9.43014329580348,40141.290967246685,37.2597939,127.4954876
통합,4128160000,고양시 덕양구,관산동,관산1경로당,경기도 고양시 덕양구 통일로770번길 41 (관산동),한파쉼터,1,33577.0,5719.0,0.2736396938380439,0.03407094141823272,0.20176906811210052,5.871131316663752,39775.74044413358,37.6897673,126.8649016
통합,4812352000,창원시 성산구,중앙동,대원포레나(아)경로당,"경상남도 창원시 성산구 창원천로 34 (대원동, 포레나 대원)",한파쉼터,1,38394.0,3908.0,0.11897692347762671,0.06977652758243476,0.10421680470906913,9.82446264073695,39310.62236438076,35.2333688,128.6488509
통합,2824572000,계양구,계양2동,병방동경로당,인천광역시 계양구 병방동 162-1,한파쉼터,1,30932.0,3908.0,0.21343592396223976,0.03426871847924479,0.15968576231734125,7.915046059365404,39095.57850562948,37.5467148,126.7447017
통합,4137054300,오산시,신장1동,청운경로당,경기도 오산시 수청로8번길 9-5,한파쉼터,1,35481.0,3908.0,0.1452044756348468,0.06572531777571095,0.12136072827710605,9.07906857727738,39094.469293756396,37.1716,127.059552
통합,4161056000,광주시,광남1동,장지7통경로당,경기도 광주시 담안길 20-6 (장지동),한파쉼터,1,31305.0,3908.0,0.19718894745248364,0.056891870308257465,0.15509982430921576,8.010491299897646,38894.13945752303,37.3885318,127.2427954
민방위,2635053000,해운대구,중1동,,,,,13584.0,730.0,0.189708480565371,0.06629122497055359,0.15268330388692578,18.60821917808219,38594.376986301366,35.1707,129.170594
통합,1168059000,강남구,삼성2동,한파응급대피소,서울특별시 강남구 학동로 426 (삼성동),한파쉼터,1,30219.0,2742.0,0.13931632416691486,0.057149475495549155,0.11466626956550516,11.020787746170678,38188.13161925602,37.5177595,127.0476151
통합,2635055400,해운대구,좌4동,좌4동행정복지센터,부산광역시 해운대구 좌동순환로 183,한파쉼터,1,21681.0,1910.0,0.18730685853973525,0.059268483926018176,0.1488953461556201,11.351308900523561,36644.29539267016,35.1778888,129.1762551
통합,4480025600,홍성군,홍북읍,극동스타클래스경로당,충청남도 홍성군 홍북읍 신대로 33,한파쉼터,1,35800.0,3908.0,0.10843575418994414,0.11111731843575419,0.10924022346368714,9.160696008188332,35825.649948822924,36.6536308,126.6735777
민방위,4128553000,고양시 일산동구,정발산동,,,,,21280.0,1973.0,0.2055451127819549,0.03609022556390978,0.15470864661654135,10.785605676634567,35508.37100861632,37.673953,126.775094
통합,4136025000,남양주시,와부읍,덕소5리경로당,경기도 남양주시 와부읍 덕소리 313-11,한파쉼터,1,29138.0,3908.0,0.21337749026202446,0.046553528836419174,0.16333030183434288,7.455987717502559,35483.927850775995,37.6001157,127.2184595
통합,4136025000,남양주시,와부읍,월문3리경로당,경기도 남양주시 와부읍 월문리 503-5,한파쉼터,1,29138.0,3908.0,0.21337749026202446,0.046553528836419174,0.16333030183434288,7.455987717502559,35483.927850775995,37.600319,127.241742
통합,4111157300,수원시 장안구,정자3동,화서역위너스파크(아)경로당,경기도 수원시 장안구 천천로21번길 33,한파쉼터,1,38584.0,3908.0,0.1071687746216048,0.05427120049761559,0.09129950238440804,9.87308085977482,34779.90194472876,37.2925016,126.9855112
통합,3171025300,울주군,언양읍,KB국민은행언양,울산광역시 울주군 언양읍 동문길 85,한파쉼터,1,29331.0,4131.0,0.20483447546963962,0.06293682452013229,0.16226518018478742,7.1002178649237475,33792.77690631808,35.564183,129.1251338
통합,1130557500,강북구,삼각산동,SK북한산시티(아)제2경로당,"서울특별시 강북구 솔샘로 174 (미아동, SK북한산시티아파트)",한파쉼터,1,30085.0,3908.0,0.17812863553265748,0.06624563736081103,0.14456373608110354,7.698311156601842,33481.49488229273,37.6189693,127.0137066
통합,4163025000,양주시,백석읍,백석게이트볼경로당,경기도 양주시 백석읍 중앙로223번길 46 ,한파쉼터,1,25538.0,3908.0,0.2704988644373091,0.03312710470671157,0.19928733651812983,6.534800409416581,33258.21320368475,37.7946488,126.9850604
통합,1147068000,양천구,신정7동,목동2차우성(1단지)경로당,"서울특별시 양천구 목동남로4길 6-46 (신정동, 목동2차우성아파트)",한파쉼터,1,27781.0,3908.0,0.21655088009790865,0.0544616824448364,0.16792412080198696,7.108751279426817,33163.035593654036,37.5065937,126.8648516
통합,4711325000,포항시 북구,흥해읍,초곡화산샬레경로당,경상북도 포항시 북구 흥해읍초곡지구로58번길 82,한파쉼터,1,29610.0,3908.0,0.17046605876393112,0.09130361364403917,0.14671732522796352,7.576765609007165,32915.74283520983,36.0975303,129.3308648
통합,4711325000,포항시 북구,흥해읍,초곡3리리슈빌경로당,경상북도 포항시 북구 흥해읍초곡지구로58번길 65-9,한파쉼터,1,29610.0,3908.0,0.17046605876393112,0.09130361364403917,0.14671732522796352,7.576765609007165,32915.74283520983,36.0957002,129.3329516
통합,4311168000,청주시 상당구,금천동,MG금천새마을금고,충청북도 청주시 상당구 수영로 230,한파쉼터,1,28956.0,3908.0,0.19260256941566514,0.05843348528802321,0.15235184417737258,7.409416581371546,32686.641248720574,36.6252264,127.504299
통합,2824564000,계양구,작전서운동,작전도서관,인천광역시 계양구 오조산로21번길 4 (작전동),한파쉼터,1,32199.0,3908.0,0.150004658529768,0.05708251809062393,0.12212801639802477,8.239252814738997,32400.037768679627,37.5329198,126.7378618
통합,1121577000,광진구,중곡4동,중곡4동경로당,서울특별시 광진구 긴고랑로39길 57,한파쉼터,1,26902.0,3908.0,0.23522414690357593,0.030666864917106535,0.17385696230763512,6.883828045035824,32196.35214943705,37.559388,127.093102
민방위,4715059500,김천시,대곡동,,,,,20416.0,2443.0,0.23682405956112854,0.06088362068965517,0.1840419278996865,8.356938190749078,31400.359557920587,36.120525,128.087547
통합,2820055100,남동구,간석4동,풍림아파트경로당,"인천광역시 남동구 석산로 35  (간석동, 간석마을 풍림아이원아파트)",한파쉼터,1,27693.0,3908.0,0.2102697432564186,0.042718376485032315,0.1600043332250027,7.086233367451382,31399.100051177076,37.462419,126.697255
민방위,4122025300,평택시,안중읍,,,,,21379.0,1710.0,0.14301417278637915,0.05542822395808972,0.11673838813789232,12.50233918128655,31202.713011695905,36.982531,126.926261
통합,4125056500,동두천시,불현동,조흥아파트경로당,경기도 동두천시 생연동 268-5,한파쉼터,1,25082.0,3908.0,0.24886372697552028,0.044653536400606014,0.187600669803046,6.418116683725691,30199.806243602863,37.9008306,127.0662865
통합,4611081000,목포시,부주동,모아엘가A경로당,"전라남도 목포시 남악2로22번길 58 , 모아엘가 (옥암동, 모아엘가)",한파쉼터,1,21677.0,1433.0,0.09978318032938137,0.07385708354477095,0.09200535129399824,15.127006280530356,30169.30132588974,34.8082067,126.4583299
통합,4121065000,광명시,소하2동,설월경로당,경기도 광명시 설월로 19,한파쉼터,1,25298.0,3908.0,0.2291485492924342,0.043284054075420984,0.17338920072733022,6.47338792221085,28394.868781985668,37.4403884,126.876772
통합,4127153200,안산시 상록구,사이동,현대2차아파트경로당,경기도 안산시 상록구 감골2로 12,한파쉼터,1,29893.0,3908.0,0.1531127688756565,0.04897467634563276,0.12187134111664936,7.649181166837257,27866.731908904807,37.29141,126.85447
통합,3111055500,중구,복산동,복산동행정복지센터,울산광역시 중구 북부순환도로 610 복산1동행정복지센터 (복산동),한파쉼터,1,21192.0,2380.0,0.15855039637599094,0.10593620234050585,0.14276613816534542,8.90420168067227,26939.662184873952,35.563029,129.327011
통합,4111369000,수원시 권선구,곡선동,권선삼성래미안(아)경로당,경기도 수원시 권선구 곡선로50번길 73,한파쉼터,1,34372.0,3908.0,0.10013964855114628,0.06127080181543117,0.08847899453043175,8.795291709314228,26748.24114636643,37.2354485,127.0286925
통합,1135061200,노원구,하계2동,하계5단지경로당,"서울특별시 노원구 섬밭로 201 (하계동, 시영아파트)",한파쉼터,1,19689.0,2000.0,0.17334552288079638,0.05505612270811113,0.1378587028289908,9.8445,26720.926349999998,37.633436,127.0655859
통합,4139059600,시흥시,배곧1동,배곧호반1차경로당,"경기도 시흥시 배곧3로 27-8 배곧호반1차 경로당 (배곧동, 시흥배곧신도시 호반베르디움센트럴파크)",한파쉼터,1,35195.0,3908.0,0.06785054695269215,0.1225742292939338,0.08426765165506464,9.005885363357216,26709.65481064483,37.374355,126.727047
통합,4471025000,금산군,금산읍,중도3리경로당,충청남도 금산군 금산읍 금산천길 140 ,한파쉼터,1,22329.0,3908.0,0.2780240942272381,0.04877065699314793,0.20924806305701105,5.713664278403275,26695.953607983618,36.1011557,127.4949286
통합,3111059000,중구,우정동,하나은행석유공사(출),울산광역시 중구 종가로 305,한파쉼터,1,17973.0,2380.0,0.24392143771212374,0.05029766872531019,0.18583430701607967,7.551680672268907,25222.613445378152,35.564697,129.3086321
통합,5213065000,군산시,조촌동,현대A경로당,전북특별자치도 군산시 경기장로 137 (조촌동),한파쉼터,1,26073.0,3908.0,0.1566371342001304,0.11164806504813408,0.1431404134545315,6.671699078812692,24899.448132036843,35.9734826,126.7452443
통합,2623068000,부산진구,당감2동,중앙경로당,부산광역시 부산진구 당감동 817-1,한파쉼터,1,11614.0,990.0,0.23153091096951955,0.06879628035130016,0.18271052178405373,11.731313131313131,24893.846464646464,35.15741,129.041921
통합,4121058000,광명시,광명7동,광명7동행정복지센터,경기도 광명시 광명동 788-2,한파쉼터,1,25526.0,3908.0,0.17907231842043406,0.07361121993261772,0.14743398887408915,6.531729785056295,24581.511873080857,37.4693702,126.8530691
